robot_id,task_type,task_duration,energy_consumption,position_coordinates,robot_speed,sensor_id,sensor_type,sensor_reading,timestamp,data_size,network_load,network_latency,packet_loss_rate,network_type,slice_id,slice_bandwidth,command_delay,feedback_delay,data_transfer_time,total_delay,signal_strength,latency,resource_allocation,error_rate
R772,Pick-and-Place,172.71010251593435,5.128033347092224,"(7.228203011146973, 1.4622574921791376, 2.3728174859671936)",1.0300541682566928,S9,Pressure,72.2033341047767,2025-01-21 10:51:00,1387,71.07702425014811,7.988396639839623,4.537355134192523,6G,Slice3,1016,19.855762665473286,23.00356251922024,12.54238583714097,62.932561450110505,-54.125106971330126,12.716696422029646,88.54237757780015,0.01872471379439067
R773,Welding,173.4822282175362,6.593104097708158,"(8.770469246077496, 3.8106214678556602, 5.89923178273815)",1.357660926833283,S2,Pressure,84.57224069850562,2025-01-21 10:52:00,1794,82.6750747624043,16.59985329056115,3.5282296818150667,Wi-Fi,Slice2,1107,7.351541560025034,27.0581417545083,24.05096161107554,67.33066149015767,-61.541250185720635,9.318333940697638,93.59029183664732,0.35983203209255865
R774,Assembly,144.083538501123,4.49927067616737,"(7.9659624140790815, 6.417464425010574, 8.747265052212082)",1.2633209747608989,S9,Pressure,81.95353912738567,2025-01-21 10:53:00,1268,80.43353683165815,19.585482271699675,3.6787022494672463,6G,Slice1,1446,16.01738600916576,27.299371188609605,20.726992557991117,70.48899842049538,-59.460533642404734,10.143339943940841,84.90017155714268,0.2429096718216498
R775,Assembly,73.31353370887595,4.54767821154244,"(7.928035347662441, 4.358269113196258, 1.3191465841072292)",0.7743170270615871,S5,Pressure,74.32753942349774,2025-01-21 10:54:00,2044,74.40082002700002,7.380540685375046,2.0616710781666123,5G,Slice3,1273,12.194206312461251,23.16185121879336,18.654128984974072,62.407423195311665,-56.46426158338481,10.00399371263416,84.55407570630638,0.410902058988588
R776,Assembly,153.59351938245592,7.380422563921048,"(3.5462709444311855, 0.46033136141718556, 9.867755973855576)",0.6900680809961737,S8,Temperature,87.24109611758463,2025-01-21 10:55:00,1477,77.52614664244726,12.253659367220887,2.0229933308389225,Wi-Fi,Slice2,1612,6.796675698253415,13.266448194286172,22.81466718614891,51.94486815029284,-59.51576512125492,13.929661277651753,82.55965383128158,0.31137633690532385
R777,Assembly,193.21417709856206,4.7627941191497385,"(9.156170920738994, 2.5853036126772313, 1.0272337368685203)",0.8830148921476642,S4,Temperature,86.67388723432893,2025-01-21 10:56:00,855,90.85105669816676,5.197000605649006,1.7723081014794329,5G,Slice1,1946,13.510098943534034,18.581455349100064,10.352330142822145,48.623762321053505,-61.45624032799857,6.677899195194836,89.4730536461399,0.24239787625188902
R778,Welding,128.23756490464064,7.409314705941769,"(1.9760658139085874, 9.710658321072984, 1.276023083151414)",0.5925857396985589,S3,Temperature,88.32344068233841,2025-01-21 10:57:00,993,76.37778467916095,13.295552801878422,0.8788625502373038,6G,Slice2,1438,8.39507417656229,29.14981062042442,19.172569748629318,62.75894316103948,-48.790091091087454,9.266304858556873,84.00870462606578,0.8792490430777847
R779,Welding,69.01501250527309,5.076745760686749,"(6.069454128382038, 1.2308785340327055, 4.715946722767938)",1.0900708214678518,S4,Temperature,76.89608773606763,2025-01-21 10:58:00,1488,82.83978190923226,14.930143469210698,2.75801432992047,Wi-Fi,Slice3,1424,15.71395194232773,14.355252370980356,13.532468520491829,50.39328747674683,-50.40129265721549,8.509947181859417,82.7549230817283,0.009953625713364334
R780,Assembly,188.78274187453374,5.723001367863051,"(2.034951005403113, 5.55664073148786, 2.1890616259131654)",0.6266241996497687,S2,Temperature,70.28748063139467,2025-01-21 10:59:00,897,94.920635920281,17.885272315561526,0.03835399644894377,Wi-Fi,Slice4,1471,10.308915148629556,17.115214299886052,26.845641974964316,63.00186612216662,-40.235456943098555,14.202720240762687,86.94884906591754,0.09007386294689113
R781,Assembly,82.24985702385638,5.987998795710277,"(0.9011412074950109, 9.417280699504742, 6.380564582826155)",1.339638415885045,S3,Motion,71.86135781265489,2025-01-21 10:00:00,1596,85.99240945916402,11.11506634275706,3.37380416858257,Wi-Fi,Slice1,1272,6.543676139342374,10.156168003607632,11.103022482778936,33.76547483041695,-56.30188541214804,5.314911062771809,82.33904958731348,0.7814446038844386
R782,Assembly,173.05162348272086,5.925851670549539,"(6.548480623891279, 1.8927350016787547, 5.335076625164867)",0.7497736543912836,S7,Pressure,72.62907453348204,2025-01-21 10:01:00,1751,87.35692792699098,19.119349255914155,3.128346649624532,5G,Slice3,1409,18.85751654635046,17.860775719897507,22.667026745775413,68.8547688817582,-52.36038065172585,14.223480155406563,90.74461973121836,0.8821077571882531
R783,Assembly,126.45074208945269,7.724632364442489,"(3.9484099976502107, 4.281756874621504, 5.785600551991199)",0.9092310669349019,S5,Pressure,70.55666617209582,2025-01-21 10:02:00,2028,76.04536047592882,5.53434298631148,1.377979673853245,5G,Slice2,1595,12.753055274776404,28.345911932297707,12.29379565342633,58.74896643671344,-44.44207752628317,16.6228369614606,83.95601280417549,0.3242341263740829
R784,Welding,83.31927501181684,4.195647301113948,"(3.9551694310755714, 8.536957139810395, 7.549268366376946)",0.9688715675378539,S2,Motion,70.87952826336358,2025-01-21 10:03:00,754,89.67399207410492,14.84705590830414,2.330955181644692,6G,Slice1,1244,7.726213740336405,11.960308637535707,25.14321660909682,54.27676957247676,-48.49870277784524,17.0836017922213,94.86632232682423,0.13475591140668453
R785,Assembly,166.53486448651321,6.125869983829652,"(0.6767516322559997, 3.683165056261255, 8.849134572119935)",1.2307601843199474,S7,Temperature,72.2980872507463,2025-01-21 10:04:00,1110,70.77905883001259,9.069845714691375,1.0910653857070218,5G,Slice1,1987,12.029540627834148,11.554908877973379,15.237010628168283,48.58807093630759,-66.67790126468739,9.575279732892023,80.53793597681988,0.14888720262376676
R786,Welding,162.73621671900383,6.15636058008899,"(1.985829782260834, 5.395229435126496, 1.8299771660209885)",0.8826109282614533,S2,Pressure,74.46097954892645,2025-01-21 10:05:00,1212,74.66921040675022,16.07824811555164,2.396761446079166,Wi-Fi,Slice4,1252,15.629052865110031,10.658215939098785,15.923486292032047,51.565358400490354,-69.45021494364404,13.178801693929556,90.91738503760917,0.6218560854845758
R787,Welding,93.22119877932116,4.757825812459906,"(6.097114892418672, 5.9487700943418345, 5.100983336748071)",0.404788510643691,S3,Temperature,97.98394170618937,2025-01-21 10:06:00,1056,76.80547002099439,10.131151939566061,4.653696981812063,6G,Slice3,1069,12.419169693853162,22.589288203531822,20.097563240446682,62.78961427486276,-69.27798884927184,8.80430253700984,84.66044986908759,0.987088537881449
R788,Assembly,185.52103883539993,5.218944802164315,"(0.9611033104239108, 2.4761739906094435, 2.7282838491429793)",1.4760734532778828,S7,Motion,97.95042986862899,2025-01-21 10:07:00,1492,89.29101842988254,17.645651550075552,3.5543781379177117,5G,Slice2,1752,13.889237173972194,10.718569301117142,19.656698028033865,53.56313917011247,-55.228968172440105,13.28485052983249,83.02857680772786,0.7943433439854379
R789,Assembly,122.84973929764521,4.244411825946415,"(8.445563757121603, 6.739812723165507, 8.492586264996465)",0.5524021866891637,S4,Pressure,97.33550767922289,2025-01-21 10:08:00,660,90.2413083017613,17.348149132709537,3.543526002745015,Wi-Fi,Slice4,1543,5.883149045231183,14.188291791905707,21.14555126630021,49.63900411376029,-65.8698920721698,8.672372276934858,82.89665317563521,0.2199971526705422
R790,Assembly,141.92563980977786,7.004766545805543,"(2.026719063073047, 6.675288182241696, 6.497328487573907)",1.3913296094257737,S6,Motion,82.50259336877617,2025-01-21 10:09:00,1218,91.7173473724713,5.955849900330774,4.229809763479779,5G,Slice3,1249,5.847719365820935,23.553475495360935,16.56403501075235,53.3041111968644,-49.54814688834597,18.676618205362143,92.38155373407497,0.45059712910359984
R791,Pick-and-Place,108.87669782019526,7.0723256281741484,"(3.8925978624110202, 8.049266783230417, 9.810023499572086)",0.8266042116328063,S4,Motion,99.51490429033763,2025-01-21 10:10:00,868,77.58503904107505,9.710281455835474,2.4623531131611767,Wi-Fi,Slice2,1166,13.044628021313786,27.961357143465648,26.21164867621082,73.82998940522093,-54.82586130946998,16.25772391458161,82.89800191217587,0.03159772981758335
R792,Pick-and-Place,71.92997216624792,4.186073985380275,"(5.198353671551348, 2.4789697275087565, 0.9537380789802752)",0.8663038462363956,S6,Motion,91.72577339962464,2025-01-21 10:11:00,1640,71.96295974253006,13.739026111285508,3.1999945179837406,6G,Slice3,822,7.724648548365741,23.733197479665886,29.898999722438838,68.69363917356506,-48.28961895721577,12.426386749897343,86.47900135045215,0.4103056135599151
R793,Welding,121.01379775528157,4.594507537745635,"(0.4193587507510199, 0.6306895526413092, 9.424999298728906)",1.4829912050478167,S3,Pressure,80.05580305516146,2025-01-21 10:12:00,1637,88.1689014349559,9.570445101294341,0.26483202804855055,5G,Slice1,855,15.65380375761074,16.38264486634121,12.749867090600645,49.874415728201164,-56.629213341221856,18.617516431871557,84.578998070184,0.19595682113562307
R794,Welding,120.50341572435804,6.855565877312452,"(0.13122125561633502, 3.1578538343987894, 7.798425810193168)",1.137943473663765,S7,Temperature,90.2874043618552,2025-01-21 10:13:00,608,94.09447841040759,19.499339152396452,1.8889966310102198,Wi-Fi,Slice4,1688,18.871093477991955,13.574402584117951,11.646929914915727,53.500081217235675,-42.54166063261497,9.14569017973849,85.65928586556859,0.6601879974978584
R795,Assembly,171.50574790539008,7.6776852639788,"(0.5944208829091646, 4.01671388808535, 9.883554897165878)",1.059162744315112,S5,Temperature,75.32338442406231,2025-01-21 10:14:00,1931,74.10691414755644,18.70883298599456,1.8399983072404802,Wi-Fi,Slice2,1792,15.959954325890848,29.47296732287246,19.391540968513922,72.98630427685029,-57.07073425699473,7.076807804855081,94.55832929713247,0.1295786640840797
R796,Pick-and-Place,198.62778866473002,7.277479271737434,"(0.44309811238326224, 3.2059390708031774, 5.718757164709517)",1.193616491658636,S4,Temperature,93.58391267386546,2025-01-21 10:15:00,1585,86.70723465344248,16.99336065798779,1.1378101515993295,Wi-Fi,Slice1,1534,14.20376277283815,11.043144617066584,11.985866925936072,45.741548177133296,-58.957908843481036,15.070010466545083,92.47581680419877,0.8526224374761169
R797,Pick-and-Place,128.07998012918853,6.935706894529946,"(7.739805962669104, 7.846759807288776, 2.2816733438058447)",0.6117882994961508,S6,Pressure,70.76474167089302,2025-01-21 10:16:00,736,72.61762892156054,15.751195743651163,1.4984891569000225,5G,Slice4,1985,9.723643212900743,21.85356131827491,17.168044773876332,53.84855856301914,-67.09274695966567,9.357548707979287,89.89556723220637,0.09851507346853383
R798,Pick-and-Place,69.02865094530598,4.805197394240359,"(4.468102542474011, 9.56199870014404, 7.228541796753541)",1.3111113496850721,S2,Motion,90.5146908236051,2025-01-21 10:17:00,1419,80.74729650576897,15.791067701476681,2.7995584312237316,5G,Slice1,1207,6.20336437701545,28.78867245792375,20.970779841423777,64.90198261729046,-50.24928723444112,12.713814185929627,81.3451738498907,0.6427335452703044
R799,Welding,84.13500918458135,6.049754697952066,"(7.728813870417252, 2.190793356675295, 0.6097171955953185)",1.0000877042408767,S3,Motion,77.33096473878152,2025-01-21 10:18:00,1505,87.98692232941161,19.288789719761287,1.320551950895379,5G,Slice2,1889,17.85047334691353,21.039483905435596,10.935543003802266,59.69686145879112,-45.140502701121974,6.973911155772653,93.82696634755263,0.4506882886051886
R800,Pick-and-Place,131.42691624790484,7.61493014274477,"(0.8182332708871698, 6.686075922668305, 0.14081285504878527)",1.0928994075963256,S9,Pressure,75.62584143839683,2025-01-21 10:19:00,754,78.81541499315344,8.641263069923399,0.42624870891036504,6G,Slice2,1001,15.910302756139393,19.58484750078661,15.747598305111367,58.05966541701985,-44.22766916648972,12.020520393840906,83.20173998366914,0.9346053880772532
R801,Welding,67.79326044786788,7.995771847922072,"(6.949266964401023, 1.6026659904058693, 2.3716768129859647)",1.1616900293657015,S1,Motion,96.62527783170754,2025-01-21 10:20:00,1835,72.13100744490384,9.706504644326575,3.289236194606793,Wi-Fi,Slice1,1303,11.127177967325729,29.993896627423897,15.95898520471005,66.97130155882276,-63.90911004300658,6.6639761489643465,91.26245937641552,0.702309656651198
R802,Pick-and-Place,108.10265904266268,7.723230615411935,"(1.1948142837307885, 0.30277101331126155, 3.0056388511197154)",1.2770569097402755,S6,Motion,83.0862629266787,2025-01-21 10:21:00,537,71.48181966919942,10.062583676712087,2.300098838773748,Wi-Fi,Slice2,1595,7.169425071851712,20.077943965851652,13.114938637068885,46.00270021969665,-69.63494963853901,14.453582185743565,85.3853392503513,0.1051882848789717
R803,Welding,83.6521728032219,7.766779326006638,"(3.2000488576134813, 3.3395352328938985, 8.398580033995856)",1.1125313374146049,S4,Pressure,89.08005411966882,2025-01-21 10:22:00,1395,81.84048302602038,9.587472936776194,4.656528228184438,Wi-Fi,Slice2,1184,14.935574365943735,22.97651753001228,11.167924481183078,55.17009886979879,-41.155873464257525,13.015466432890689,85.67530404892868,0.762038463389075
R804,Welding,98.60816600228296,5.997133604652213,"(3.1199861440918375, 9.2152685639754, 5.365770177834341)",1.165790866341623,S6,Motion,77.77684585201393,2025-01-21 10:23:00,1758,78.82933655524263,17.40465315831421,0.04780856425239122,6G,Slice4,1826,7.453486210044307,11.269793896294118,27.09010184636401,53.63311259404682,-50.527141790877366,9.608633761243611,85.57932436606549,0.08236744715297573
R805,Pick-and-Place,128.54278998778403,7.868656220544208,"(9.499609008768916, 9.838390085407745, 8.664487806342642)",1.4005067498526116,S5,Pressure,75.12348876346434,2025-01-21 10:24:00,671,94.06966272070176,13.568927426639291,0.42583583355278176,Wi-Fi,Slice4,946,13.9775512107752,17.48211474633011,17.498954344773278,54.62405349774258,-41.77759830767002,16.257415767426448,80.01865158299152,0.7656132840221652
R806,Assembly,74.04402867974589,5.453331302690634,"(0.8475531344672804, 4.647403095122474, 8.429045586137928)",0.6972252396345449,S8,Motion,75.5028224683737,2025-01-21 10:25:00,1633,76.05099981940117,15.765384658119984,0.7157815583203597,Wi-Fi,Slice3,980,9.752076997484863,27.930164702230627,10.640745335394563,53.463081291474104,-52.00511187381001,16.951260759953513,91.2731946115716,0.07946950335160552
R807,Pick-and-Place,91.55073954484533,6.645399360332252,"(4.687510604344141, 4.993955991710656, 1.2815498456313268)",1.286309404064049,S8,Motion,81.21998101076788,2025-01-21 10:26:00,515,77.12989370762874,7.045850594642877,3.795277048552988,Wi-Fi,Slice1,1797,14.517784316093701,25.258866683446005,13.061696376828165,62.70569185884157,-59.070118458142154,14.423606389133939,87.02924030749989,0.46818097976484496
R808,Pick-and-Place,198.69737922588527,7.527563859792346,"(7.495862900768156, 5.373455884130005, 4.6205980189463025)",0.6033871347455193,S8,Pressure,90.39624442508881,2025-01-21 10:27:00,812,73.69777840863821,12.625206440204547,3.2348284201065436,6G,Slice2,1380,19.843449227437098,12.316693166827395,12.59909808153842,50.410861043603525,-49.564687117884176,10.59014143243757,90.99971991898859,0.4054714728869787
R809,Welding,90.0606218560049,5.61932878339934,"(9.815544377230376, 1.580423197763735, 6.714508191554378)",0.6609029077019904,S5,Temperature,94.01528937387064,2025-01-21 10:28:00,945,92.66326580298724,17.328760708831425,1.8764903768656,6G,Slice1,1767,8.488903984636385,16.858052871017634,11.41929266571071,43.42513706638796,-56.177733482164854,19.33221342171245,84.70115879329437,0.9024535392055206
R810,Pick-and-Place,174.10379459511967,6.303643033474549,"(0.04648168925280638, 0.412667844022232, 9.79808399238183)",0.5594912462029757,S3,Temperature,91.37863238044966,2025-01-21 10:29:00,1462,91.09478361166252,17.274013522393858,4.931648272756698,6G,Slice2,1622,19.44736550384153,19.970149330482027,22.316710309288645,68.40860661100987,-49.65462119763801,11.950752287994796,86.56478547086634,0.8554675291161055
R811,Pick-and-Place,86.70941981281891,4.979829455973799,"(7.3067737002943645, 0.889352447554681, 3.505946722761345)",1.4025216556608018,S3,Pressure,87.70645706885821,2025-01-21 10:30:00,1642,93.35825020542362,16.703052452851423,3.219236014057734,Wi-Fi,Slice4,840,17.218680890040034,26.723861955049806,17.209734433522343,68.15399986969406,-43.337298443829226,12.870938906442865,93.00415243912803,0.6267694617578073
R812,Assembly,161.48783999932806,4.64091510408802,"(7.021135501716856, 6.922553895959047, 4.593044789912889)",0.5487515195298576,S9,Pressure,79.60279327226654,2025-01-21 10:31:00,673,77.38675857218783,14.623549784988386,0.25579757098135647,Wi-Fi,Slice2,851,10.71330722442044,17.09325503529918,11.208613543052754,46.34840480652925,-40.161121360253404,9.484040852547254,91.04218957502376,0.5477883349204357
R813,Pick-and-Place,189.56322291899463,4.234518236394462,"(0.11556281014185599, 6.991388297007991, 2.792874957941657)",0.7674867850871994,S7,Pressure,73.07239369380396,2025-01-21 10:32:00,1774,82.45367892695873,11.823750380501924,0.04501674961713442,Wi-Fi,Slice3,1898,8.115951233026673,22.09125329208475,18.077742346472093,57.15605782736358,-51.82273170360111,12.417731854374777,93.69478109646514,0.3771170641716802
R814,Assembly,145.13416615929282,6.496113748691255,"(4.390946215718754, 4.866100436893824, 9.595534142999)",1.2059542605364815,S9,Motion,99.26729903306676,2025-01-21 10:33:00,1934,72.5107389157722,17.729131352587952,1.6166005187432042,6G,Slice2,1932,16.209533806228833,24.95132468359646,20.35576340961139,69.80470664606825,-54.6501040792613,5.428838149095726,80.990096496949,0.3837405695128313
R815,Assembly,176.39267972001187,5.960805834225067,"(2.4637139862798185, 5.073435323222163, 1.4184982191924211)",1.1607924396586788,S6,Temperature,98.69526238704235,2025-01-21 10:34:00,1628,74.42644241956425,11.505438755123535,3.101689027218998,5G,Slice1,1774,7.32437349421431,20.837930022417744,26.858351669219093,62.64442487898133,-68.92049211373948,5.444858683951868,89.08254718856224,0.3279815585256125
R816,Assembly,199.67821585319336,7.900769644286106,"(9.663972918742873, 3.483880601020574, 9.912664987450434)",0.901025966754622,S1,Motion,85.17499538969807,2025-01-21 10:35:00,908,89.06912027802903,11.595929564953021,4.277747452177641,5G,Slice1,818,14.270762125030584,11.831034715024922,12.263180131793526,43.90719506060534,-48.26929195510493,7.1257281237135865,87.01598406671705,0.35698180587775774
R817,Pick-and-Place,158.90670821071637,6.738890148885329,"(5.155199159143766, 4.643348736103855, 3.978155951222587)",1.3481009431348174,S7,Motion,92.29946480965813,2025-01-21 10:36:00,1856,81.15874160956565,15.179028845715006,4.261544149441451,5G,Slice2,1720,18.37278224159651,11.428552934658715,26.709372822170895,61.968486634780874,-68.31589058770552,10.448854060222413,94.34824031712242,0.9834860541916022
R818,Welding,80.80925779268927,5.411813326219111,"(3.370868408810738, 7.595928827379746, 4.439990207467261)",1.257871944307965,S3,Motion,95.00536299224964,2025-01-21 10:37:00,645,70.76560455594407,6.411619531063391,1.0942040847538803,6G,Slice1,1670,18.67940252966807,22.45874116066126,18.898753960158814,68.66558020053333,-60.00004800654143,19.304990856431267,81.02930433421116,0.640948190662361
R819,Welding,114.3109105950417,6.0136164353778465,"(3.2886063253067723, 6.628376002907298, 9.950312250060355)",0.4280649037512466,S3,Motion,70.11778170967796,2025-01-21 10:38:00,964,87.04246237289287,11.982720876933087,0.6067207847018108,5G,Slice2,1237,7.0050537329705325,25.436364242052818,14.348336685105135,52.90813072040318,-61.74769644586231,13.801501457420411,89.89498897536123,0.017602523701344963
R820,Welding,120.3359179507396,5.327907808644932,"(8.841706585108861, 7.877087308864188, 6.2589021553882755)",0.7718466575967438,S1,Motion,80.15792062763059,2025-01-21 10:39:00,1589,89.61153667233448,16.236574420996217,2.858686555801611,6G,Slice1,1900,17.448015832170437,19.023471590800334,27.31772181459467,69.23564049522109,-45.31692695477993,7.394637785011614,85.00762445104013,0.02884840029002167
R821,Pick-and-Place,184.07659383417385,6.603353435347627,"(1.441600603883696, 9.34896448517574, 9.891020145393195)",0.8767164709284142,S2,Motion,72.7427522248901,2025-01-21 10:40:00,915,94.19467979833624,6.723246366181834,2.9036243307140284,5G,Slice2,924,18.11164441577226,29.559995871225798,20.24156907875358,77.06701369981778,-57.18154875618017,11.334708167840484,83.80022546709289,0.8182372870192298
R822,Pick-and-Place,162.25175228631377,5.481448622230637,"(2.1322034907000087, 0.37961360962912805, 4.885356199718922)",1.0317090606500443,S4,Pressure,84.77326782599505,2025-01-21 10:41:00,1000,80.58944822508656,7.416843450737505,1.2872449392129544,5G,Slice2,1184,9.178440701746032,18.87795171985131,27.972236152684445,64.41523651408916,-51.45887558314677,15.583447855412556,92.43233385658073,0.8776692678517609
R823,Welding,132.70593631715343,5.251633332234547,"(7.078652030027721, 7.235223567491524, 3.3210701153779643)",1.136032751923437,S1,Temperature,81.92547254623706,2025-01-21 10:42:00,902,73.79021917463282,8.675129928611543,3.864677434932532,6G,Slice1,1654,13.455020676399482,22.93878898161277,27.392339968997383,72.66563503895556,-51.09718451633765,19.73389111806054,90.28514954500541,0.9754819924477611
R824,Pick-and-Place,154.52091872285644,4.972229762418832,"(5.956877349680622, 7.9375765310775375, 0.33380703334614736)",1.1893912365563564,S4,Pressure,98.43553865602397,2025-01-21 10:43:00,1772,76.86862581100057,13.690454259898209,0.29314350211291973,6G,Slice1,1103,9.507185055296933,21.505345886277325,21.982027112391926,58.11129885788224,-64.63499916252334,13.276654074683417,86.04128837736033,0.19003781452016077
R825,Assembly,72.61445916041197,7.55333850711504,"(9.09499042940716, 1.049903751251351, 9.907324363757766)",0.7272825087350379,S2,Motion,70.15201343491786,2025-01-21 10:44:00,1750,92.63516162146068,10.297814011444812,1.0538346632092206,6G,Slice2,1141,6.396439978145256,16.12207920315234,19.266518782333865,49.2749886024053,-53.73413065341779,9.509403598079729,90.00889468973523,0.6450845035298297
R826,Pick-and-Place,166.5839284354943,7.285608574061628,"(6.718491118865227, 4.913356191742305, 7.822693506022277)",0.9437138425453341,S1,Temperature,73.49020669732319,2025-01-21 10:45:00,568,90.51620450123455,16.700913848272524,2.566950367640905,5G,Slice3,1301,7.3830075934385615,24.74492976727755,23.798259451130765,63.64161125737579,-53.02330731872703,6.586576902823856,86.53923725652683,0.08657139535762459
R827,Pick-and-Place,123.99688039752617,4.27200113459031,"(6.8257813709008275, 0.4664145092581107, 2.505015968847033)",0.7891120780578937,S1,Motion,74.15215008601082,2025-01-21 10:46:00,1602,85.42124628189805,11.171543561399936,4.609172549835535,6G,Slice3,1254,18.49249825488276,25.253061786902204,26.935451631817465,80.22491638965829,-42.621120658705664,6.719572144951362,86.84578233330743,0.0002864743929102964
R828,Assembly,121.03082872475795,7.941619133922526,"(0.5683906107981962, 7.1782977614089125, 5.810162362482695)",0.950593644845338,S6,Motion,96.8799685504274,2025-01-21 10:47:00,958,82.11354327555672,12.787972677685598,0.6723377641027761,Wi-Fi,Slice4,1401,10.832547755711,27.01861654866482,22.73258236890097,66.28897984119543,-50.51010509591417,7.87017144052809,86.17883941841244,0.17029558425203373
R829,Welding,63.39162073779191,7.675022707473397,"(3.870142659661245, 9.88556604843565, 7.614494208074128)",0.48856651077924157,S7,Motion,78.12517494513865,2025-01-21 10:48:00,607,92.02925221185436,14.660348249533218,3.5651963762931587,6G,Slice2,1403,17.98063418153164,26.44848769159617,12.463837760856604,63.76348530876595,-50.159820748342526,14.781662858280923,92.90525502212834,0.14026816163542855
R830,Welding,77.44563470491333,5.920828830885745,"(0.8502821635534941, 0.2266532106900998, 9.226773196983634)",1.2914232733456976,S5,Motion,95.95572439449835,2025-01-21 10:49:00,894,76.48449988052951,10.800372419581821,4.01433186198773,5G,Slice2,1697,5.974853905081527,11.589834967053749,25.20094411921955,49.989647946537985,-48.21456633999954,15.234306826455462,82.03043692640387,0.1428879341922672
R831,Welding,84.43145633472174,6.5201996081480615,"(6.439675992535223, 2.811515034146459, 9.856609574568044)",0.4705828399221934,S8,Temperature,82.58502220634016,2025-01-21 10:50:00,1169,74.08879278307366,16.056265372384797,4.581574372405932,6G,Slice4,841,19.794046209433482,10.300453484757492,20.165039393058464,57.840103337658505,-62.105154245626785,14.945433206654911,94.1741135964052,0.45021393095657714
R832,Assembly,150.44983629800416,5.891767454166859,"(0.49812299803204674, 7.417498049572753, 3.6325144712146296)",0.6469441572426631,S8,Pressure,93.20508308641486,2025-01-21 10:51:00,1938,74.50584129546152,12.655934337801485,2.52531892089998,5G,Slice1,1771,11.122469973523323,18.176228247846307,16.351162792393694,51.39258677131323,-69.86878962697061,19.553525936420307,94.1524884455589,0.4836503791761352
R833,Welding,154.31160630951405,4.275430150430166,"(1.1771819908262737, 9.161108438696377, 6.300522021496285)",1.3275019893230864,S7,Temperature,83.43826033847158,2025-01-21 10:52:00,1093,94.24154396881914,14.840688042332076,2.5773428450800417,6G,Slice4,1542,7.500998717080149,18.916435641433583,16.80341900776979,50.55914398722373,-57.12483916722814,14.667170389698253,94.05784323313782,0.10786433844424248
R834,Welding,160.970928366429,6.620545908999345,"(1.6514009808305663, 9.911427737431369, 4.636043222908866)",0.8342608296590395,S5,Temperature,91.15230885787938,2025-01-21 10:53:00,1709,89.81219318425178,16.263166647717348,0.1836409445295778,Wi-Fi,Slice1,1297,8.005506421147231,16.15508088128788,15.716138521579023,46.3996657616261,-49.958166195138446,19.311703381108074,84.94180153936311,0.40764715465869683
R835,Assembly,82.55538672601664,6.38824808377155,"(3.418653719366941, 4.59611671773604, 2.870001790789699)",0.7895436999824648,S6,Motion,88.74399766218245,2025-01-21 10:54:00,2010,88.82469232822123,11.129896961827711,4.1318167142609505,Wi-Fi,Slice2,1172,11.959198125830197,15.519660673423816,13.600997999335709,48.86288628949119,-44.717036915490965,7.292422665888385,80.49101510906328,0.24681174515403614
R836,Welding,177.46960055847563,6.877949881430448,"(8.96934620508916, 1.5039827261328031, 3.8774152832687347)",0.9105218732799012,S3,Motion,89.14144603441034,2025-01-21 10:55:00,1244,80.3120549817319,19.1231294689695,2.5838445357202833,Wi-Fi,Slice1,1167,9.02496597678988,17.667210382700738,21.064749057709893,57.466839845066815,-50.71922264634345,9.996748368330643,80.15702859974753,0.9816656499299057
R837,Assembly,191.38932216630795,6.197380935340211,"(6.054648602222887, 7.119122559039721, 3.2097573366440555)",1.1688823567425382,S1,Motion,98.75555824544278,2025-01-21 10:56:00,1534,77.41304300977865,7.963960772616192,0.6453683265341476,6G,Slice4,1086,6.064064777124791,21.907155596279477,14.400251973027709,48.89189648899072,-66.11090493557721,8.73001229259259,92.31937677228991,0.6388784056065275
R838,Welding,170.89480911809414,6.949078732502818,"(9.019880942931561, 2.364039589531146, 4.562958831277989)",0.6029366648808375,S5,Motion,90.65918856561126,2025-01-21 10:57:00,1996,87.87176026693463,13.149400405566128,4.144795086053366,6G,Slice1,1741,19.98041379545665,28.38596876755349,25.557849516663083,82.98607609404212,-52.78767272366241,7.852307943689158,90.15561027721576,0.7127530020599315
R839,Pick-and-Place,162.44074639515713,7.325331934433252,"(6.462609446322361, 5.639072208060012, 3.7376925481270185)",0.5516660411551424,S2,Motion,70.66661918559815,2025-01-21 10:58:00,884,91.63427003752645,5.652025989855723,2.1446452950845876,6G,Slice3,907,19.782130985066484,18.439387612174833,29.00768588758235,72.40629935122799,-47.62249186004331,14.641190519504194,83.74282786379229,0.5073185006796489
R840,Welding,182.02360113321853,5.431592342182592,"(6.260444704657165, 1.5877628628726226, 2.061648446312071)",1.4911520078834672,S6,Temperature,78.87553495636132,2025-01-21 10:59:00,1252,80.32641558033758,7.948695141226233,4.771084084173534,Wi-Fi,Slice4,1761,15.707129745151686,27.47378726780167,28.986555570909186,77.32970345274117,-40.74096460300143,18.058136946588192,85.74421113047144,0.8370692425570705
